"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The Edge Agent should provide anoncred proof to Cloud Agent","37205","Respond to a present request with a wrong credential","","Fri Jun 20 19:26:12 UTC 2025","passed","Fri Jun 20 19:26:49 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent and then send a presentation to another edge agent who will verify it","46487","SDKs JWT Verification","","Fri Jun 20 19:34:37 UTC 2025","passed","Fri Jun 20 19:35:24 UTC 2025","","sdk-ts","",""
"The Edge Agent should provide proof to Cloud Agent","37429","Edge Agent with a credential should provide proof to Cloud Agent","","Fri Jun 20 19:26:58 UTC 2025","passed","Fri Jun 20 19:27:36 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create and restore a backup","62602","Restored backup should be functional","","Fri Jun 20 19:23:41 UTC 2025","passed","Fri Jun 20 19:24:44 UTC 2025","","sdk-ts","",""
"The Edge Agent should provide anoncred proof to Cloud Agent","38586","Edge Agent with a credential should provide proof to Cloud Agent","","Fri Jun 20 19:25:34 UTC 2025","passed","Fri Jun 20 19:26:12 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent","45521","Receive multiple verifiable credentials sequentially","","Fri Jun 20 19:29:37 UTC 2025","passed","Fri Jun 20 19:30:23 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create a connection to Cloud Agent","8236","Create connection: [label=; goalCode=; goal=]","","Fri Jun 20 19:24:52 UTC 2025","passed","Fri Jun 20 19:25:01 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create and restore a backup","3312","Create and restore a backup","","Fri Jun 20 19:23:37 UTC 2025","passed","Fri Jun 20 19:23:41 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive an anonymous credential from Cloud Agent","28349","Receive one anonymous credential","","Fri Jun 20 19:28:13 UTC 2025","passed","Fri Jun 20 19:28:41 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent","28317","Receive multiple verifiable credentials at once","","Fri Jun 20 19:30:23 UTC 2025","passed","Fri Jun 20 19:30:51 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a SDJWT verifiable credential from Cloud Agent","28247","Receive multiple verifiable credentials at once","","Fri Jun 20 19:32:23 UTC 2025","passed","Fri Jun 20 19:32:51 UTC 2025","","sdk-ts","",""
