"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The Edge Agent should provide anoncred proof to Cloud Agent","38747","Edge Agent with a credential should provide proof to Cloud Agent","","Fri May 16 09:17:58 UTC 2025","passed","Fri May 16 09:18:37 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create and restore a backup","505","Agent without a seed should not be able to restore the backup","","Fri May 16 09:16:09 UTC 2025","passed","Fri May 16 09:16:10 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent and then send a presentation to another edge agent who will verify it","45353","SDK provides right proof","","Fri May 16 09:27:55 UTC 2025","passed","Fri May 16 09:28:40 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent and then send a presentation to another edge agent who will verify it","45611","SDKs Anoncreds Verification","","Fri May 16 09:25:11 UTC 2025","passed","Fri May 16 09:25:56 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create a connection to Cloud Agent","7826","Create connection: [label=null; goalCode=automation; goal=null]","","Fri May 16 09:17:35 UTC 2025","passed","Fri May 16 09:17:43 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create a connection to Cloud Agent","7876","Create connection: [label=null; goalCode=null; goal=automation description]","","Fri May 16 09:17:43 UTC 2025","passed","Fri May 16 09:17:51 UTC 2025","","sdk-ts","",""
"The Edge Agent should provide proof to Cloud Agent","36251","Edge Agent with a credential should provide proof to Cloud Agent","","Fri May 16 09:19:14 UTC 2025","passed","Fri May 16 09:19:50 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create a connection to Cloud Agent","8067","Create connection: [label=; goalCode=; goal=]","","Fri May 16 09:17:19 UTC 2025","passed","Fri May 16 09:17:27 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent","44998","Receive multiple verifiable credentials sequentially","","Fri May 16 09:21:21 UTC 2025","passed","Fri May 16 09:22:06 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a SDJWT verifiable credential from Cloud Agent","27174","Receive one verifiable credential","","Fri May 16 09:22:34 UTC 2025","passed","Fri May 16 09:23:01 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create a connection to Cloud Agent","7942","Create connection: [label=alice; goalCode=automation; goal=automation description]","","Fri May 16 09:17:11 UTC 2025","passed","Fri May 16 09:17:19 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a verifiable credential from Cloud Agent","27690","Receive multiple verifiable credentials at once","","Fri May 16 09:22:06 UTC 2025","passed","Fri May 16 09:22:34 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive an anonymous credential from Cloud Agent","27657","Receive one anonymous credential","","Fri May 16 09:20:26 UTC 2025","passed","Fri May 16 09:20:54 UTC 2025","","sdk-ts","",""
"The Edge Agent should provide proof to Cloud Agent","36072","Edge Agent with a sdjwt credential should provide proof to Cloud Agent","","Fri May 16 09:19:50 UTC 2025","passed","Fri May 16 09:20:26 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to receive a SDJWT verifiable credential from Cloud Agent","44908","Receive multiple verifiable credentials sequentially","","Fri May 16 09:23:01 UTC 2025","passed","Fri May 16 09:23:46 UTC 2025","","sdk-ts","",""
"The Edge Agent should be able to create a connection to Cloud Agent","8007","Create connection: [label=alice; goalCode=null; goal=null]","","Fri May 16 09:17:27 UTC 2025","passed","Fri May 16 09:17:35 UTC 2025","","sdk-ts","",""
